tweet_id	annotation	event
510067006113349632	fake	ColumbianChemicals
510067297080590336	fake	ColumbianChemicals
510067197692350465	fake	ColumbianChemicals
510067156961492992	fake	ColumbianChemicals
510066991676551168	fake	ColumbianChemicals
510067508649660418	fake	ColumbianChemicals
510067693391974400	fake	ColumbianChemicals
510067253422088193	fake	ColumbianChemicals
510067209449005058	fake	ColumbianChemicals
510067186892034048	fake	ColumbianChemicals
510067168051228674	fake	ColumbianChemicals
510067407277551616	fake	ColumbianChemicals
510067647544049664	fake	ColumbianChemicals
510067352982282240	fake	ColumbianChemicals
510067236661649408	fake	ColumbianChemicals
510067219917983744	fake	ColumbianChemicals
510067712316669952	fake	ColumbianChemicals
510067262460792832	fake	ColumbianChemicals
510067379855175680	fake	ColumbianChemicals
510067410041569280	fake	ColumbianChemicals
510067535379980289	fake	ColumbianChemicals
510067415418675200	fake	ColumbianChemicals
510067473555935232	fake	ColumbianChemicals
510067605194170368	fake	ColumbianChemicals
510067619375095808	fake	ColumbianChemicals
510066976765796352	fake	ColumbianChemicals
510067429247303681	fake	ColumbianChemicals
510067055983616001	fake	ColumbianChemicals
510069523341647873	fake	ColumbianChemicals
510067672558866432	fake	ColumbianChemicals
510067154323247104	fake	ColumbianChemicals
510067448419475457	fake	ColumbianChemicals
510067478916255744	fake	ColumbianChemicals
510067490463162368	fake	ColumbianChemicals
510067017836425216	fake	ColumbianChemicals
510067203488903168	fake	ColumbianChemicals
510067118600368128	fake	ColumbianChemicals
510067011628859393	fake	ColumbianChemicals
510067633061113856	fake	ColumbianChemicals
510067080407031810	fake	ColumbianChemicals
510067511359176704	fake	ColumbianChemicals
510067259663187969	fake	ColumbianChemicals
510067000149049344	fake	ColumbianChemicals
510067189685428224	fake	ColumbianChemicals
510067622034280448	fake	ColumbianChemicals
510067271600205824	fake	ColumbianChemicals
510067135318872064	fake	ColumbianChemicals
510067696009220096	fake	ColumbianChemicals
510067412767887360	fake	ColumbianChemicals
510067658797383680	fake	ColumbianChemicals
510067683707355136	fake	ColumbianChemicals
510067325568315393	fake	ColumbianChemicals
510067240440717312	fake	ColumbianChemicals
510067181489770496	fake	ColumbianChemicals
510067284992593920	fake	ColumbianChemicals
510067714980052993	fake	ColumbianChemicals
510066974144360448	fake	ColumbianChemicals
510067228264656896	fake	ColumbianChemicals
510067510063157248	fake	ColumbianChemicals
510067037386047488	fake	ColumbianChemicals
510067341787672576	fake	ColumbianChemicals
510067148702896129	fake	ColumbianChemicals
510067563339190273	fake	ColumbianChemicals
510067388369620993	fake	ColumbianChemicals
510067476244496384	fake	ColumbianChemicals
510067524692877312	fake	ColumbianChemicals
510067102548783104	fake	ColumbianChemicals
510067200724856833	fake	ColumbianChemicals
510067257683496960	fake	ColumbianChemicals
510067053282488320	fake	ColumbianChemicals
510067451221270528	fake	ColumbianChemicals
510067599435374592	fake	ColumbianChemicals
510067616460058624	fake	ColumbianChemicals
510067020780810240	fake	ColumbianChemicals
510067250548985856	fake	ColumbianChemicals
510067061750771714	fake	ColumbianChemicals
510067514169368576	fake	ColumbianChemicals
510067305687285760	fake	ColumbianChemicals
510067110639579136	fake	ColumbianChemicals
510067678426710016	fake	ColumbianChemicals
510067266155986944	fake	ColumbianChemicals
510067083078803456	fake	ColumbianChemicals
510067123893600256	fake	ColumbianChemicals
510067661460762625	fake	ColumbianChemicals
510067360989204480	fake	ColumbianChemicals
510067312016494594	fake	ColumbianChemicals
510067440165081088	fake	ColumbianChemicals
510067140742103040	fake	ColumbianChemicals
510067723091853312	fake	ColumbianChemicals
510067543382708224	fake	ColumbianChemicals
510067274221629440	fake	ColumbianChemicals
510067739726475264	fake	ColumbianChemicals
510067503352254464	fake	ColumbianChemicals
510067287626637312	fake	ColumbianChemicals
510067374587142144	fake	ColumbianChemicals
510067644817752064	fake	ColumbianChemicals
510067330987352065	fake	ColumbianChemicals
510067034554896384	fake	ColumbianChemicals
510067554891886592	fake	ColumbianChemicals
510067706901843968	fake	ColumbianChemicals
510067457160388608	fake	ColumbianChemicals
510067347412221952	fake	ColumbianChemicals
510067107867148288	fake	ColumbianChemicals
510067613775724544	fake	ColumbianChemicals
510067669476065280	fake	ColumbianChemicals
510067023435792385	fake	ColumbianChemicals
510067513091448832	fake	ColumbianChemicals
510067530069970944	fake	ColumbianChemicals
510067260552400896	fake	ColumbianChemicals
510067086396522496	fake	ColumbianChemicals
510067571719405568	fake	ColumbianChemicals
510067596776210433	fake	ColumbianChemicals
510067308778487808	fake	ColumbianChemicals
510067143376130048	fake	ColumbianChemicals
510067290281623553	fake	ColumbianChemicals
510067009225494529	fake	ColumbianChemicals
510067366756356096	fake	ColumbianChemicals
510067074824433664	fake	ColumbianChemicals
510067031841210369	fake	ColumbianChemicals
510067350239186945	fake	ColumbianChemicals
510067138099683328	fake	ColumbianChemicals
510067552190750720	fake	ColumbianChemicals
510067099851845634	fake	ColumbianChemicals
510067282362789888	fake	ColumbianChemicals
510067532762742784	fake	ColumbianChemicals
510067251677249536	fake	ColumbianChemicals
510067336414789632	fake	ColumbianChemicals
510067302621282304	fake	ColumbianChemicals
510067602132320256	fake	ColumbianChemicals
510067339183009792	fake	ColumbianChemicals
510067521937235968	fake	ColumbianChemicals
510067364038451200	fake	ColumbianChemicals
510067587884257280	fake	ColumbianChemicals
510067540702556160	fake	ColumbianChemicals
510063829435170816	fake	ColumbianChemicals
510063829430980608	fake	ColumbianChemicals
510060272682164224	fake	ColumbianChemicals
510055599183503360	fake	ColumbianChemicals
510057164732243968	fake	ColumbianChemicals
510051724191490049	fake	ColumbianChemicals
510055683572518912	fake	ColumbianChemicals
510050954939363330	fake	ColumbianChemicals
510054986428870657	fake	ColumbianChemicals
510051661855739904	fake	ColumbianChemicals
510055064149323776	fake	ColumbianChemicals
510052169936949248	fake	ColumbianChemicals
510045626218721280	fake	ColumbianChemicals
510043326502821890	fake	ColumbianChemicals
510043045341843456	fake	ColumbianChemicals
510050629121605632	fake	ColumbianChemicals
510045266196459522	fake	ColumbianChemicals
510045263285596161	fake	ColumbianChemicals
510049919613550592	fake	ColumbianChemicals
510045403153043456	fake	ColumbianChemicals
510045331333976064	fake	ColumbianChemicals
510043998849740800	fake	ColumbianChemicals
510046241401483264	fake	ColumbianChemicals
510040346126856192	fake	ColumbianChemicals
510043768330805249	fake	ColumbianChemicals
510041523803545600	fake	ColumbianChemicals
510043629830692864	fake	ColumbianChemicals
510044214705410048	fake	ColumbianChemicals
510040089171202048	fake	ColumbianChemicals
510043689423765504	fake	ColumbianChemicals
473480646938333185	fake	Passport
473251784929312768	fake	Passport
